onset	duration	trial_type	value
104.71014399999999	10.0	Right	1.0
119.84895999999998	10.0	Right	1.0
137.05216	10.0	Left	1.0
154.14067199999997	10.0	Left	1.0
165.95353599999999	10.0	Left	1.0
17.891327999999998	10.0	Left	1.0
184.64767999999998	10.0	Right	1.0
200.47462399999998	10.0	Right	1.0
214.92531199999996	10.0	Left	1.0
235.91321599999998	10.0	Right	1.0
252.08422399999998	10.0	Right	1.0
267.79648	10.0	Left	1.0
279.26527999999996	10.0	Right	1.0
29.704191999999995	10.0	Right	1.0
296.69785599999994	10.0	Left	1.0
309.77228799999995	10.0	Left	1.0
330.07206399999995	10.0	Left	1.0
345.440256	10.0	Right	1.0
359.2028159999999	10.0	Right	1.0
375.14444799999995	10.0	Right	1.0
388.79231999999996	10.0	Right	1.0
409.32147199999997	10.0	Left	1.0
421.01964799999996	10.0	Left	1.0
437.53471999999994	10.0	Left	1.0
456.91699199999994	10.0	Right	1.0
46.907391999999994	10.0	Right	1.0
472.05580799999996	10.0	Right	1.0
62.50495999999999	10.0	Left	1.0
78.90534399999999	10.0	Left	1.0
93.24134399999998	10.0	Left	1.0
